thisRow.t,notes,trial_num,upper_lower_phase_mode,modulation_mode,center_ori,surround_ori,center_contrast,surround_contrast,refresh_hz,trial_start_frame,trial_end_frame,condition_id,subject,session,run,
,,1,offset,phase_reversal,45,45,0.75,1.0,120.0088507131479,0,959,6,jena,001,004,
